shipment_id,status,delay_risk_score,risk_level,risk_flag,delay_probability
SHP-00120,Delivered,47.0,HIGH,True,0.4703670104989652
SHP-00121,Delivered,6.4,LOW,False,0.06383681565215359
SHP-00122,Delivered,57.8,HIGH,True,0.5783212548281828
SHP-00123,Delivered,50.3,HIGH,True,0.5032365019881839
SHP-00124,Delivered,14.1,LOW,False,0.1411192571181515
SHP-00125,Delivered,9.3,LOW,False,0.09348313258125152
SHP-00126,Delayed,90.8,CRITICAL,True,0.9077726004583184
SHP-00127,Delayed,92.4,CRITICAL,True,0.9236850155857136
SHP-00128,Delivered,47.5,HIGH,True,0.47548398741458126
SHP-00129,Delivered,9.7,LOW,False,0.09653343245713877
SHP-00130,Delayed,92.4,CRITICAL,True,0.9240336332024791
SHP-00131,Delivered,8.2,LOW,False,0.08248404165492756
SHP-00132,Delivered,19.8,LOW,False,0.1980392132515249
SHP-00133,Delayed,56.5,HIGH,True,0.5652131748426883
SHP-00134,Delayed,45.3,HIGH,True,0.4528388196538544
SHP-00135,Delivered,9.4,LOW,False,0.0943067450732613
SHP-00136,Delivered,52.1,HIGH,True,0.5210640641272559
SHP-00137,Delivered,58.3,HIGH,True,0.5830193124315115
SHP-00138,Delivered,48.9,HIGH,True,0.4894335409893214
SHP-00139,Delivered,23.4,LOW,False,0.23437808375503189
SHP-00140,Delivered,33.4,MEDIUM,False,0.3344260197491474
SHP-00141,Delivered,54.1,HIGH,True,0.5414082872630569
SHP-00142,Delivered,10.7,LOW,False,0.10719983348491205
SHP-00143,Delivered,62.2,CRITICAL,True,0.6223564227187766
SHP-00144,Delayed,31.8,MEDIUM,False,0.31778410736516693
SHP-00145,Delivered,6.1,LOW,False,0.061474091372273054
SHP-00146,Delivered,56.6,HIGH,True,0.5661948962065239
SHP-00147,Delivered,56.6,HIGH,True,0.5664666968935205
SHP-00148,Delivered,26.3,MEDIUM,False,0.2630477731429296
SHP-00149,Delayed,57.8,HIGH,True,0.57842770282398
SHP-00150,Delivered,50.7,HIGH,True,0.5069535401080723
SHP-00151,Delayed,12.1,LOW,False,0.12117867036029709
SHP-00152,Delivered,18.6,LOW,False,0.1857060020432352
SHP-00153,Delivered,29.6,MEDIUM,False,0.29632605621671554
SHP-00154,Delivered,67.2,CRITICAL,True,0.6722649139312818
SHP-00155,Delivered,22.5,LOW,False,0.2249694980279854
SHP-00156,Delivered,57.1,HIGH,True,0.5705754430783435
SHP-00157,Delivered,47.7,HIGH,True,0.477275967132619
SHP-00158,Delivered,63.8,CRITICAL,True,0.6378376685034658
SHP-00159,Delivered,46.2,HIGH,True,0.4615332707965929
SHP-00160,Delayed,53.0,HIGH,True,0.5304051405704976
SHP-00161,Delayed,54.7,HIGH,True,0.5471106361385442
SHP-00162,Delivered,50.7,HIGH,True,0.5068459901194148
SHP-00163,Delivered,51.4,HIGH,True,0.514111576826373
SHP-00164,Delivered,22.2,LOW,False,0.2216451459487904
SHP-00165,Delivered,62.7,CRITICAL,True,0.6269591916482496
SHP-00166,Delayed,91.8,CRITICAL,True,0.917801612126942
SHP-00167,Delivered,46.1,HIGH,True,0.46140401913396745
SHP-00168,Delivered,37.5,MEDIUM,False,0.37526892300857
SHP-00169,Delivered,8.6,LOW,False,0.08609939262236932
SHP-00170,Delivered,22.3,LOW,False,0.22317722855188524
SHP-00171,Delivered,66.1,CRITICAL,True,0.6612185191993519
SHP-00172,Delivered,53.4,HIGH,True,0.5342968562130428
SHP-00173,Delivered,92.0,CRITICAL,True,0.9197894979263986
SHP-00174,Cancelled,88.4,CRITICAL,True,0.8835600658800647
SHP-00175,Delivered,52.5,HIGH,True,0.5250190373718235
SHP-00176,Delivered,30.3,MEDIUM,False,0.302992358107715
SHP-00177,Delivered,32.4,MEDIUM,False,0.323928597811234
SHP-00178,Delivered,5.2,LOW,False,0.0519412733468622
SHP-00179,Delivered,20.0,LOW,False,0.19997306989915248
SHP-00180,Delivered,63.5,CRITICAL,True,0.6345994489757583
SHP-00181,Delivered,72.9,CRITICAL,True,0.7292282389621285
SHP-00182,Delivered,15.3,LOW,False,0.1529988693294674
SHP-00183,Delivered,49.7,HIGH,True,0.4973191331569567
SHP-00184,Delivered,5.8,LOW,False,0.058043620186992335
SHP-00185,Delayed,92.0,CRITICAL,True,0.9197725432898858
SHP-00186,Delivered,55.7,HIGH,True,0.5574655576084296
SHP-00187,Delivered,50.6,HIGH,True,0.50563772107168
SHP-00188,Delivered,12.5,LOW,False,0.12472807138829703
SHP-00189,Delivered,8.2,LOW,False,0.08223794524567882
SHP-00190,Delivered,56.4,HIGH,True,0.5642497710461057
SHP-00191,Delivered,7.5,LOW,False,0.07468018903705544
SHP-00192,Delivered,42.3,HIGH,True,0.4234991655344275
SHP-00193,Delivered,45.8,HIGH,True,0.4584629943460679
SHP-00194,Delivered,41.6,HIGH,True,0.4160697733921479
SHP-00195,Delivered,53.9,HIGH,True,0.5394883632573677
SHP-00196,Delayed,58.0,HIGH,True,0.5803350843984888
SHP-00197,Delayed,48.8,HIGH,True,0.48831940274360736
SHP-00198,Delivered,30.2,MEDIUM,False,0.30204813162274147
SHP-00199,Delivered,10.5,LOW,False,0.10480536793315312
SHP-00200,Delayed,7.5,LOW,False,0.07481423412637653
SHP-00201,Delivered,50.2,HIGH,True,0.501783608466818
SHP-00202,Delivered,39.3,MEDIUM,False,0.39294872876180037
SHP-00203,Delivered,49.5,HIGH,True,0.49538558954323686
SHP-00204,Delivered,37.5,MEDIUM,False,0.37532754536721286
SHP-00205,Delivered,5.0,LOW,False,0.04968439727873373
SHP-00206,Delivered,54.1,HIGH,True,0.5408212832284283
SHP-00207,Delayed,93.5,CRITICAL,True,0.9352597477228811
SHP-00208,Delivered,55.5,HIGH,True,0.5545995729671555
SHP-00209,Delivered,60.5,CRITICAL,True,0.6054234237138276
SHP-00210,Delivered,56.7,HIGH,True,0.567390288083483
SHP-00211,Delivered,32.8,MEDIUM,False,0.3277657799762518
SHP-00212,Delayed,92.1,CRITICAL,True,0.920508386404835
SHP-00213,Delayed,46.1,HIGH,True,0.4614822300108678
SHP-00214,Delivered,41.1,HIGH,True,0.4107201217071501
SHP-00215,Delayed,48.9,HIGH,True,0.488669588442926
SHP-00216,Delivered,50.8,HIGH,True,0.5075807128200869
SHP-00217,Delivered,57.4,HIGH,True,0.5743373706862114
SHP-00218,Delivered,51.9,HIGH,True,0.5189440336194575
SHP-00219,Delivered,57.1,HIGH,True,0.5709339338991091
SHP-00220,Delivered,4.3,LOW,False,0.04295652673832818
SHP-00221,Delivered,8.5,LOW,False,0.08485065511836372
SHP-00222,Delayed,54.5,HIGH,True,0.5446985523066928
SHP-00223,Delivered,49.1,HIGH,True,0.4913876497372771
SHP-00224,Delivered,63.2,CRITICAL,True,0.6321476620234046
SHP-00225,Delivered,46.5,HIGH,True,0.4654712650006877
SHP-00226,Delivered,20.1,LOW,False,0.20135092938158636
SHP-00227,Delivered,49.8,HIGH,True,0.49818295204748286
SHP-00228,Cancelled,47.1,HIGH,True,0.470572068532932
SHP-00229,Delivered,5.3,LOW,False,0.05301247441884391
SHP-00230,Delivered,56.4,HIGH,True,0.5637411848814978
SHP-00231,Delivered,21.5,LOW,False,0.21544444366340074
SHP-00232,Delivered,46.7,HIGH,True,0.46655028230499834
SHP-00233,Delivered,93.8,CRITICAL,True,0.9382008489043655
SHP-00234,Delivered,62.3,CRITICAL,True,0.6232747008739269
SHP-00235,Delayed,92.8,CRITICAL,True,0.9280862584200928
SHP-00236,Delayed,32.8,MEDIUM,False,0.32783597086885324
SHP-00237,Delivered,62.2,CRITICAL,True,0.6217289453489443
SHP-00238,Delivered,24.0,LOW,False,0.24008935950606505
SHP-00239,Delivered,57.3,HIGH,True,0.5733284803753828
SHP-00240,Delivered,5.4,LOW,False,0.053545311105362474
SHP-00241,Delivered,31.4,MEDIUM,False,0.3139361239193387
SHP-00242,Delivered,6.2,LOW,False,0.061791153647002835
SHP-00243,Delivered,6.1,LOW,False,0.06136625201742932
SHP-00244,Delayed,58.7,HIGH,True,0.5867561006557643
SHP-00245,Delivered,57.4,HIGH,True,0.5738109180581119
SHP-00246,Delivered,74.4,CRITICAL,True,0.7443181023593246
SHP-00247,Lost,54.3,HIGH,True,0.5429738060195672
SHP-00248,Delivered,47.9,HIGH,True,0.4793649102748318
SHP-00249,Delayed,54.8,HIGH,True,0.5483120243619538
SHP-00250,Delivered,41.2,HIGH,True,0.4117661726879721
SHP-00251,Delivered,96.1,CRITICAL,True,0.9607146658562369
SHP-00252,Delayed,93.8,CRITICAL,True,0.9381850319317357
SHP-00253,Delivered,45.6,HIGH,True,0.4556591047818717
SHP-00254,Delivered,47.3,HIGH,True,0.47268715950396495
SHP-00255,Delivered,22.4,LOW,False,0.2236568426840918
SHP-00256,Delivered,49.6,HIGH,True,0.49590871485180094
SHP-00257,Delivered,54.4,HIGH,True,0.543772608258864
SHP-00258,Delayed,94.0,CRITICAL,True,0.9400207632403301
SHP-00259,Cancelled,9.5,LOW,False,0.09472619788415586
SHP-00260,Delivered,37.9,MEDIUM,False,0.3785811039055255
SHP-00261,Delivered,38.4,MEDIUM,False,0.3839339756799557
SHP-00262,Delivered,9.2,LOW,False,0.09239803286418323
SHP-00263,Delivered,33.7,MEDIUM,False,0.33694918956796827
SHP-00264,Delayed,94.7,CRITICAL,True,0.9466449821518708
SHP-00265,Delivered,53.7,HIGH,True,0.5371674259433123
SHP-00266,Delivered,44.5,HIGH,True,0.444857410726562
SHP-00267,Delivered,58.9,HIGH,True,0.5887663918109912
SHP-00268,Delivered,35.6,MEDIUM,False,0.3562168703723536
SHP-00269,Delivered,9.1,LOW,False,0.09111808460997449
SHP-00270,Delivered,44.1,HIGH,True,0.44079910046792786
SHP-00271,Delivered,8.8,LOW,False,0.08785665339031674
SHP-00272,Delivered,48.0,HIGH,True,0.4796618855727156
SHP-00273,Delivered,59.2,HIGH,True,0.592052083880918
SHP-00274,Delivered,22.8,LOW,False,0.22813330598571058
SHP-00275,Delayed,10.3,LOW,False,0.10289483817789964
SHP-00276,Cancelled,53.3,HIGH,True,0.5328528930890605
SHP-00277,Delivered,9.1,LOW,False,0.09094240482159649
SHP-00278,Delayed,55.4,HIGH,True,0.5538756375489882
SHP-00279,Delivered,20.7,LOW,False,0.20732908911036133
SHP-00280,Delivered,26.3,MEDIUM,False,0.2625453866158655
SHP-00281,Delayed,62.6,CRITICAL,True,0.6255948858305954
SHP-00282,Delivered,13.3,LOW,False,0.13285602991609297
SHP-00283,Cancelled,50.3,HIGH,True,0.5034534829897899
SHP-00284,Delivered,66.6,CRITICAL,True,0.6661071955686751
SHP-00285,Delivered,6.3,LOW,False,0.06259669294521539
SHP-00286,Delivered,53.1,HIGH,True,0.5313568566065177
SHP-00287,Delivered,18.8,LOW,False,0.18761015954898563
SHP-00288,Delivered,68.2,CRITICAL,True,0.6821388944384709
SHP-00289,Delivered,11.6,LOW,False,0.11552342528725969
SHP-00290,Delivered,9.4,LOW,False,0.0940085923416859
SHP-00291,Cancelled,46.0,HIGH,True,0.45951494249055347
SHP-00292,Delivered,54.9,HIGH,True,0.5492376126705354
SHP-00293,Delivered,51.9,HIGH,True,0.5193913060774878
SHP-00294,Delivered,11.1,LOW,False,0.11102858849186416
SHP-00295,Delivered,59.6,HIGH,True,0.5959413991037927
SHP-00296,Delivered,42.2,HIGH,True,0.42216044470689884
SHP-00297,Delivered,24.7,LOW,False,0.24704310291597142
SHP-00298,Delivered,89.8,CRITICAL,True,0.897922184968256
SHP-00299,Delivered,5.5,LOW,False,0.0547127927900274
SHP-00300,Delayed,89.6,CRITICAL,True,0.8963084729103221
SHP-00301,Delayed,7.8,LOW,False,0.07787146299788847
SHP-00302,Delivered,11.2,LOW,False,0.11226048400840986
SHP-00303,Delayed,42.4,HIGH,True,0.42361984851669077
SHP-00304,Delivered,51.6,HIGH,True,0.5163291354399567
SHP-00305,Delayed,8.5,LOW,False,0.08476432674678619
SHP-00306,Delivered,8.9,LOW,False,0.08919706526611947
SHP-00307,Delivered,6.5,LOW,False,0.06469139625530086
SHP-00308,Delivered,51.8,HIGH,True,0.5179774133377938
SHP-00309,Delivered,45.7,HIGH,True,0.45671221638146003
SHP-00310,Delivered,49.2,HIGH,True,0.49150184582840856
SHP-00311,Delivered,6.0,LOW,False,0.05957534262780274
SHP-00312,Delivered,34.1,MEDIUM,False,0.3411995266040947
SHP-00313,Delayed,42.5,HIGH,True,0.4248271824096229
SHP-00314,Delivered,47.7,HIGH,True,0.47667899398583113
SHP-00315,Delivered,66.4,CRITICAL,True,0.6638077724974584
SHP-00316,Delivered,30.4,MEDIUM,False,0.3036535445371434
SHP-00317,Delayed,11.4,LOW,False,0.11365223435346708
SHP-00318,Delivered,37.8,MEDIUM,False,0.3781551963845593
SHP-00319,Delivered,50.9,HIGH,True,0.5094848927024695
SHP-00320,Delivered,59.6,HIGH,True,0.5955759908089463
SHP-00321,Delivered,38.7,MEDIUM,False,0.3871720518712548
SHP-00322,Delivered,51.2,HIGH,True,0.5116354442027652
SHP-00323,Delivered,94.3,CRITICAL,True,0.9426739821286289
SHP-00324,Delivered,36.0,MEDIUM,False,0.359864836054108
SHP-00325,Delayed,56.0,HIGH,True,0.5596777972424777
SHP-00326,Delivered,52.1,HIGH,True,0.5207762652940976
SHP-00327,Delivered,56.8,HIGH,True,0.5683635625640903
SHP-00328,Delayed,46.0,HIGH,True,0.46010469600565823
SHP-00329,Delivered,5.9,LOW,False,0.05868601104440312
SHP-00330,Delivered,56.9,HIGH,True,0.5689335142063383
SHP-00331,Delivered,36.4,MEDIUM,False,0.36360174927124156
SHP-00332,Delivered,21.2,LOW,False,0.21181278681086516
SHP-00333,Delivered,59.0,HIGH,True,0.5904593071265676
SHP-00334,Delivered,9.7,LOW,False,0.09734794678166156
SHP-00335,Delayed,59.4,HIGH,True,0.5938799497304283
SHP-00336,Delivered,30.1,MEDIUM,False,0.3011816013816261
SHP-00337,Delayed,63.8,CRITICAL,True,0.6376110343144363
SHP-00338,Delayed,8.8,LOW,False,0.08777635560532109
SHP-00339,Delivered,55.0,HIGH,True,0.54993471029481
SHP-00340,Delivered,30.0,MEDIUM,False,0.30038140829508614
SHP-00341,Delayed,44.8,HIGH,True,0.4480720563805833
SHP-00342,Lost,45.5,HIGH,True,0.45470430491855
SHP-00343,Delivered,64.1,CRITICAL,True,0.640778541561169
SHP-00344,Delivered,8.7,LOW,False,0.08675141656439672
SHP-00345,Delivered,56.4,HIGH,True,0.5644569592916544
SHP-00346,Delivered,18.3,LOW,False,0.18285025239552913
SHP-00347,Delivered,84.3,CRITICAL,True,0.8430981416775953
SHP-00348,Delivered,33.0,MEDIUM,False,0.3297436332411243
SHP-00349,Delivered,48.0,HIGH,True,0.4796035276698052
SHP-00350,Delayed,38.6,MEDIUM,False,0.386043100010714
SHP-00351,Delivered,56.9,HIGH,True,0.5689052523396536
SHP-00352,Delivered,55.2,HIGH,True,0.5518066876600553
SHP-00353,Delivered,20.3,LOW,False,0.20302826702057128
SHP-00354,Delivered,54.5,HIGH,True,0.5453573523127995
SHP-00355,Delivered,56.1,HIGH,True,0.5606514626717329
SHP-00356,Delayed,52.9,HIGH,True,0.5287921850565518
SHP-00357,Delivered,8.7,LOW,False,0.08744900768080102
SHP-00358,Delivered,53.7,HIGH,True,0.5372688163384857
SHP-00359,Delivered,9.7,LOW,False,0.0972633407794987
SHP-00360,Delivered,47.2,HIGH,True,0.47244616101507514
SHP-00361,Delivered,52.6,HIGH,True,0.5255997900617105
SHP-00362,Delivered,8.1,LOW,False,0.08073338267731134
SHP-00363,Delayed,92.4,CRITICAL,True,0.9235441965145019
SHP-00364,Delayed,51.1,HIGH,True,0.5114353191256766
SHP-00365,Delivered,9.0,LOW,False,0.09011771581108301
SHP-00366,Delivered,58.7,HIGH,True,0.5874713304206888
SHP-00367,Delivered,57.1,HIGH,True,0.570949291624488
SHP-00368,Delivered,65.6,CRITICAL,True,0.6564540365329045
SHP-00369,Delayed,30.6,MEDIUM,False,0.30579175717226675
SHP-00370,Delayed,49.7,HIGH,True,0.4971108211901175
SHP-00371,Delayed,95.0,CRITICAL,True,0.9496078201589256
SHP-00372,Delivered,64.6,CRITICAL,True,0.645942263122228
SHP-00373,Delayed,94.5,CRITICAL,True,0.9446765409645758
SHP-00374,Delivered,50.9,HIGH,True,0.5086250864972168
SHP-00375,Delivered,10.8,LOW,False,0.10819032698697142
SHP-00376,Delivered,48.3,HIGH,True,0.4831570402063044
SHP-00377,Delivered,42.3,HIGH,True,0.4230075171903102
SHP-00378,Cancelled,4.9,LOW,False,0.048745697607227356
SHP-00379,Delivered,47.4,HIGH,True,0.4741444649234096
SHP-00380,Delivered,55.4,HIGH,True,0.5539229283185907
SHP-00381,Delivered,60.9,CRITICAL,True,0.6091074826847351
SHP-00382,Delivered,39.4,MEDIUM,False,0.3944099146161802
SHP-00383,Delivered,34.9,MEDIUM,False,0.34861366988219583
SHP-00384,Delivered,59.9,HIGH,True,0.5990029041403829
SHP-00385,Delivered,51.7,HIGH,True,0.5166263397943381
SHP-00386,Delivered,17.6,LOW,False,0.17610528288583718
SHP-00387,Delivered,18.0,LOW,False,0.17973904596522913
SHP-00388,Delayed,64.0,CRITICAL,True,0.6396148263362661
SHP-00389,Delivered,51.3,HIGH,True,0.5126491008801222
SHP-00390,Delayed,92.4,CRITICAL,True,0.9241210084583033
SHP-00391,Cancelled,7.5,LOW,False,0.07482025791245367
SHP-00392,Delivered,5.6,LOW,False,0.05560621042329877
SHP-00393,Lost,54.7,HIGH,True,0.5470372391842019
SHP-00394,Delivered,48.4,HIGH,True,0.4844982761759267
SHP-00395,Delivered,33.4,MEDIUM,False,0.333813036578244
SHP-00396,Delayed,50.9,HIGH,True,0.5092045050315736
SHP-00397,Delivered,38.5,MEDIUM,False,0.3853605129099999
SHP-00398,Delivered,56.8,HIGH,True,0.5682877183065769
SHP-00399,Delivered,28.7,MEDIUM,False,0.2871610569331235
SHP-00400,Delivered,5.2,LOW,False,0.051856162699894334
SHP-00401,Delivered,53.9,HIGH,True,0.5389890950396768
SHP-00402,Delivered,36.3,MEDIUM,False,0.3634226385659408
SHP-00403,Delivered,51.9,HIGH,True,0.5190467884367209
SHP-00404,Delivered,40.8,HIGH,True,0.40845491037316917
SHP-00405,Delayed,60.3,CRITICAL,True,0.6033243536622217
SHP-00406,Delivered,49.2,HIGH,True,0.4920132509125961
SHP-00407,Delivered,89.2,CRITICAL,True,0.8918271092690009
SHP-00408,Cancelled,92.4,CRITICAL,True,0.9240796998784684
SHP-00409,Delivered,11.2,LOW,False,0.11156123620056407
SHP-00410,Delayed,54.6,HIGH,True,0.546214937389504
SHP-00411,Delivered,45.3,HIGH,True,0.45332921910338136
SHP-00412,Delivered,8.9,LOW,False,0.08928569969643267
SHP-00413,Delivered,55.9,HIGH,True,0.5589440981675563
SHP-00414,Delivered,53.0,HIGH,True,0.5302944824271824
SHP-00415,Delivered,4.5,LOW,False,0.04489883360879964
SHP-00416,Delivered,64.8,CRITICAL,True,0.6476357275268673
SHP-00417,Delivered,47.8,HIGH,True,0.4779696965571762
SHP-00418,Delivered,51.2,HIGH,True,0.5123324529973138
SHP-00419,Delivered,9.7,LOW,False,0.09700325169330669
SHP-00420,Delivered,10.6,LOW,False,0.10596941181775399
SHP-00421,Delivered,57.1,HIGH,True,0.5711261279937112
SHP-00422,Delivered,10.7,LOW,False,0.10709394602037423
SHP-00423,Delivered,69.3,CRITICAL,True,0.6933186967196433
SHP-00424,Delivered,6.8,LOW,False,0.06849382649660851
SHP-00425,Delivered,41.4,HIGH,True,0.4144768272137868
SHP-00426,Delivered,10.0,LOW,False,0.09955456232020027
SHP-00427,Delivered,20.4,LOW,False,0.20380981204678741
SHP-00428,Delivered,47.3,HIGH,True,0.4730155622015865
SHP-00429,Delivered,46.3,HIGH,True,0.4625414927684227
SHP-00430,Delivered,57.9,HIGH,True,0.5786578986790889
SHP-00431,Delivered,7.5,LOW,False,0.07535283841485198
